user_id,products,reviews,average_recommendation_credibility,reviews_scaled,products_scaled,average_recommendation_credibility_scaled,user_credibility,user_credibility_log
24593,132.0,9.0,0.0,0.0036930652441526,0.0044366765259478,0.0,0.0028825901836249,0.0028784434874473
24765,100.0,8.0,0.0,0.003282724661469,0.0033611185802635,0.0,0.0023292648305461,0.0023265562983312
24849,201.0,9.0,0.0160910522523178,0.0036930652441526,0.0067558483463296,0.0291384501020053,0.0125517939423792,0.0124736732012015
25281,2325.0,127.0,0.0,0.0521132540008206,0.0781460069911266,0.0,0.0468923789966968,0.0458261367261675
25744,133.0,11.0,0.0,0.0045137464095199,0.0044702877117504,0.0,0.0031422390075561,0.0031373124920607
27257,142.0,17.0,0.1053147707900962,0.0069757899056216,0.0047727883839741,0.1907090441042674,0.0612145655565563,0.0594140687399823
27699,930.0,13.0,0.0,0.0053344275748871,0.0312584027964506,0.0,0.0141036893910464,0.0140051577231179
28081,608.0,9.0,0.0,0.0036930652441526,0.0204356009680021,0.0,0.0092821599604466,0.0092393454505075
28221,249.0,10.0,0.0,0.0041034058268362,0.0083691852648561,0.0,0.0045786958539933,0.0045682455132776
28941,61.0,15.0,0.0,0.0061551087402544,0.0020502823339607,0.0,0.0026666455556606,0.0026630963646236
29912,128.0,8.0,0.0,0.003282724661469,0.0043022317827372,0.0,0.0027057101115356,0.0027020562672766
30763,112.0,28.0,0.0,0.0114895363151415,0.0037644528098951,0.0,0.0049526420185005,0.004940418031094
30999,204.0,16.0,0.0,0.006565449322938,0.0068566819037375,0.0,0.0047123075583764,0.0047012393945552
31396,3.0,8.0,0.0,0.003282724661469,0.0001008335574079,0.0,0.0010251508214038,0.0010246257131466
31861,67.0,9.0,0.0,0.0036930652441526,0.0022519494487765,0.0,0.0020086993527564,0.0020066846137636
32295,108.0,8.0,0.0,0.003282724661469,0.0036300080666845,0.0,0.0024368206251145,0.0024338563922943
32581,145.0,17.0,0.0,0.0069757899056216,0.004873621941382,0.0,0.0040421857482393,0.0040340380643487
33240,92.0,11.0,0.0,0.0045137464095199,0.0030922290938424,0.0,0.0025910155603929,0.0025876646664733
34437,69.0,14.0,0.0,0.0057447681575707,0.0023191718203818,0.0,0.0026510991754239,0.0026475912106123
34690,85.0,12.0,0.0,0.0049240869922035,0.0028569507932239,0.0,0.0026200064149506,0.0026165801813413
34828,280.0,9.0,0.0,0.0036930652441526,0.0094111320247378,0.0,0.0048723723831409,0.0048605407931982
35442,25.0,12.0,0.0,0.0049240869922035,0.0008402796450658,0.0,0.0018133379556874,0.0018116958432535
36925,131.0,18.0,0.0,0.0073861304883052,0.0044030653401452,0.0,0.0039770652825496,0.0039691776645502
37649,60.0,13.0,0.0,0.0053344275748871,0.0020166711481581,0.0,0.0024069967317293,0.0024041045551393
37934,124.0,20.0,0.0,0.0082068116536725,0.0041677870395267,0.0,0.0041291583119124,0.0041206567326061
38124,36.0,9.0,0.0,0.0036930652441526,0.0012100026888948,0.0,0.0015919206488037,0.0015906548862786
39466,37.0,11.0,0.0,0.0045137464095199,0.0012436138746974,0.0,0.0018515694727349,0.0018498574309625
39823,307.0,9.0,0.0,0.0036930652441526,0.0103186340414089,0.0,0.0052353731898093,0.0052217162689048
39891,355.0,17.0,0.0,0.0069757899056216,0.0119319709599354,0.0,0.0068655253556606,0.0068420649539011
39976,257.0,13.0,0.0,0.0053344275748871,0.0086380747512772,0.0,0.005055558172977,0.0050428217472148
40189,1336.0,13.0,0.0,0.0053344275748871,0.0449045442323205,0.0,0.0195621459653943,0.0193732664726339
41973,22.0,9.0,0.0,0.0036930652441526,0.0007394460876579,0.0,0.0014036980083089,0.0014027137452241
43167,647.0,21.0,0.0,0.0086171522363561,0.0217464372143049,0.0,0.0112837205566288,0.0112205342552646
44020,65.0,14.0,0.0,0.0057447681575707,0.0021847270771712,0.0,0.0025973212781397,0.0025939540684522
44708,492.0,9.0,0.0,0.0036930652441526,0.0165367034148964,0.0,0.0077226009392043,0.0076929342944534
47116,74.0,15.0,0.0,0.0061551087402544,0.0024872277493949,0.0,0.0028414237218343,0.0028373945081153
47898,308.0,22.0,0.0,0.0090274928190398,0.0103522452272116,0.0,0.0068491459365965,0.0068257970890464
48049,128.0,11.0,0.0,0.0045137464095199,0.0043022317827372,0.0,0.0030750166359508,0.0030702984421701
48918,376.0,11.0,0.0,0.0045137464095199,0.0126378058617908,0.0,0.0064092462675722,0.0063887943896129
49787,39.0,8.0,0.0413134061852682,0.003282724661469,0.0013108362463027,0.0748122997674013,0.0239528418271822,0.0236704726537061
50197,52.0,9.0,0.0,0.0036930652441526,0.001747781661737,0.0,0.0018070322379406,0.0018054015193979
50588,179.0,26.0,0.0,0.0106688551497743,0.0060164022586716,0.0,0.0056072174484009,0.0055915555239129
51499,129.0,22.0,0.0,0.0090274928190398,0.0043358429685399,0.0,0.0044425850331279,0.0044327458823195
51898,508.0,8.0,0.2121079042990416,0.003282724661469,0.0170744823877386,0.3840951784099943,0.1230431638765344,0.1160421112389663
53266,23.0,17.0,0.0,0.0069757899056216,0.0007730572734606,0.0,0.0024019598810707,0.0023990797864281
53485,100.0,33.0,0.0,0.0135412392285597,0.0033611185802635,0.0,0.0054068192006733,0.0053922548281058
53558,42.0,11.0,0.0,0.0045137464095199,0.0014116698037106,0.0,0.0019187918443402,0.0019169533147306
54015,99.0,10.0,0.0,0.0041034058268362,0.0033275073944608,0.0,0.0025620247058352,0.0025587483154742
54724,51.0,9.0,0.0,0.0036930652441526,0.0017141704759343,0.0,0.0017935877636195,0.0017919812058013
55095,421.0,15.0,0.0,0.0061551087402544,0.0141503092229093,0.0,0.00750665631124,0.0074786215774124
56062,691.0,17.0,0.0,0.0069757899056216,0.0232253293896208,0.0,0.0113828687275348,0.0113185713430484
56397,709.0,24.0,0.0,0.009848173984407,0.0238303307340683,0.0,0.0124865844889494,0.0124092700233192
58608,44.0,8.0,0.0,0.003282724661469,0.0014788921753159,0.0,0.001576374268567,0.001575133094848
59709,79.0,23.0,0.0,0.0094378334017234,0.0026552836784081,0.0,0.0038934634918802,0.0038859035793744
60770,566.0,17.0,0.0,0.0069757899056216,0.0190239311642914,0.0,0.009702309437403,0.0096555442765903
61237,189.0,48.0,0.0,0.0196963479688141,0.006352514116698,0.0,0.0084499100373234,0.0084144093921526
61510,631.0,15.0,0.0,0.0061551087402544,0.0212086582414627,0.0,0.0103299959186614,0.0102770061213298
61861,122.0,12.0,0.0,0.0049240869922035,0.0041005646679214,0.0,0.0031174519648296,0.0031126027868921
62695,70.0,29.0,0.0,0.0118998768978251,0.0023527830061844,0.0,0.0045110762718213,0.0045009318639467
62897,234.0,8.0,0.0,0.003282724661469,0.0078650174778166,0.0,0.0041308243895673,0.0041223159576757
63187,67.0,14.0,0.0,0.0057447681575707,0.0022519494487765,0.0,0.0026242102267818,0.0026207729991501
64861,122.0,12.0,0.0,0.0049240869922035,0.0041005646679214,0.0,0.0031174519648296,0.0031126027868921
65031,84.0,22.0,0.0,0.0090274928190398,0.0028233396074213,0.0,0.0038375836886804,0.0038302389491016
66360,299.0,8.0,0.0,0.003282724661469,0.0100497445549879,0.0,0.0050047152204358,0.0049922332616604
66519,108.0,9.0,0.0,0.0036930652441526,0.0036300080666845,0.0,0.0025599227999196,0.002556651778734
66900,63.0,12.0,0.0,0.0049240869922035,0.002117504705566,0.0,0.0023242279798874,0.0023215311399417
67170,982.0,33.0,0.0,0.0135412392285597,0.0330061844581876,0.0,0.0172648455518429,0.0171175016018175
67213,30.0,13.0,0.0,0.0053344275748871,0.001008335574079,0.0,0.0020036625020977,0.0020016578477072
68292,16.0,14.0,0.0,0.0057447681575707,0.0005377789728421,0.0,0.001938542036408,0.0019366654885812
68417,870.0,10.0,0.0,0.0041034058268362,0.0292417316482925,0.0,0.0129277144073679,0.0128448647810277
68441,219.0,44.0,0.0,0.0180549856380796,0.007360849690777,0.0,0.0083608355677347,0.0083260773859485
68851,106.0,12.0,0.0,0.0049240869922035,0.0035627856950793,0.0,0.0029023403756927,0.0028981367175315
69511,29.0,8.0,0.0,0.003282724661469,0.0009747243882764,0.0,0.0013747071537512,0.001373763108963
70306,488.0,11.0,0.0,0.0045137464095199,0.0164022586716859,0.0,0.0079150273915303,0.0078838678731937
70707,38.0,15.0,0.0,0.0061551087402544,0.0012772250605001,0.0,0.0023574226462763,0.0023546482848825
71728,51.0,16.0,0.0,0.006565449322938,0.0017141704759343,0.0,0.0026553029872551,0.0026517838983996
72248,237.0,8.0,0.0,0.003282724661469,0.0079658510352245,0.0,0.0041711578125305,0.0041624826490658
72300,113.0,9.0,0.0633476317247691,0.0036930652441526,0.0037980639956977,0.1147129334457609,0.0370410252052531,0.0363714898971169
72599,34.0,9.0,0.0460671753167686,0.0036930652441526,0.0011427803172895,0.0834206531841098,0.0265912276553945,0.0262438260611846
73313,117.0,11.0,0.0,0.0045137464095199,0.0039325087389083,0.0,0.0029271274184192,0.0029228517225963
74247,195.0,12.0,0.0,0.0049240869922035,0.0065541812315138,0.0,0.0040988985902665,0.0040905209902593
74411,84.0,19.0,0.0,0.0077964710709889,0.0028233396074213,0.0,0.0034682771642652,0.0034622765615207
74655,14.0,10.0,0.1085056334703055,0.0041034058268362,0.0004705566012368,0.1964872114690672,0.0603654078292658,0.0586135730874146
74972,143.0,13.0,0.0,0.0053344275748871,0.0048063995697768,0.0,0.0035228881003768,0.0035166972655779
77108,1068.0,66.0,0.0,0.0270824784571194,0.0358967464372143,0.0,0.0224834421120215,0.0222344152702277
78456,178.0,13.0,0.0,0.0053344275748871,0.005982791072869,0.0,0.0039934447016137,0.0039854920665625
78540,44.0,15.0,0.0,0.0061551087402544,0.0014788921753159,0.0,0.0024380894922027,0.0024351221740961
78554,27.0,8.0,0.0953016859199106,0.003282724661469,0.0009075020166711,0.1725768691984888,0.0531208789646558,0.0517580214016448
78938,48.0,9.0,0.0,0.0036930652441526,0.0016133369185264,0.0,0.0017532543406563,0.0017517191843493
79156,154.0,9.0,0.0,0.0036930652441526,0.0051761226136058,0.0,0.0031783686186881,0.0031733282823572
79534,31.0,13.0,0.0,0.0053344275748871,0.0010419467598816,0.0,0.0020171069764188,0.0020150753476911
81839,77.0,9.0,0.0,0.0036930652441526,0.0025880613068029,0.0,0.0021431440959669,0.002140850838595
82998,59.0,12.0,0.0,0.0049240869922035,0.0019830599623554,0.0,0.0022704500826032,0.0022678765055304
83820,37.0,8.0,0.0,0.003282724661469,0.0012436138746974,0.0,0.0014822629483197,0.001481165480952
83848,1111.0,10.0,0.0,0.0041034058268362,0.0373420274267276,0.0,0.0161678327187419,0.0160385251977778
85635,98.0,10.0,0.0,0.0041034058268362,0.0032938962086582,0.0,0.0025485802315141,0.0025453381082883
86023,109.0,20.0,0.0,0.0082068116536725,0.0036636192524872,0.0,0.0039274911970966,0.0039197987383426
86099,187.0,11.0,0.0,0.0045137464095199,0.0062852917450927,0.0,0.003868240620893,0.003860778216203
86327,89.0,15.0,0.0,0.0061551087402544,0.0029913955364345,0.0,0.0030430908366501,0.003038470007758
86952,186.0,8.0,0.0,0.003282724661469,0.0062516805592901,0.0,0.0034854896221567,0.0034794293810593
87420,963.0,30.0,0.0,0.0123102174805088,0.0323675719279376,0.0,0.0166400940153276,0.0165031645755284
87507,254.0,60.0,0.0,0.0246204349610176,0.0085372411938693,0.0,0.010801026965853,0.0107431125245131
87741,1948.0,37.0,0.0,0.0151826015592942,0.0654745899435332,0.0,0.0307446164452015,0.0302814696421195
88609,385.0,17.0,0.0,0.0069757899056216,0.0129403065340145,0.0,0.0072688595852923,0.0072425687515014
90834,189.0,9.0,0.0,0.0036930652441526,0.006352514116698,0.0,0.003648925219925,0.0036422840428307
91360,163.0,12.0,0.0,0.0049240869922035,0.0054786232858295,0.0,0.0036686754119928,0.0036619622363186
91529,46.0,8.0,0.0,0.003282724661469,0.0015461145469212,0.0,0.0016032632172091,0.0016019793627918
91578,57.0,8.0,0.0,0.003282724661469,0.0019158375907502,0.0,0.0017511524347407,0.0017496209549584
92055,164.0,11.0,0.0,0.0045137464095199,0.0055122344716321,0.0,0.0035590177115088,0.0035526993948694
92126,343.0,35.0,0.0,0.0143619203939269,0.0115286367303038,0.0,0.0089200308102996,0.0088804823438383
92167,32.0,8.0,0.0,0.003282724661469,0.0010755579456843,0.0,0.0014150405767144,0.0014140403502603
92699,63.0,10.0,0.0,0.0041034058268362,0.002117504705566,0.0,0.0020780236302772,0.0020758675256142
92774,179.0,8.0,0.0,0.003282724661469,0.0060164022586716,0.0,0.0033913783019093,0.0033856405474536
93152,114.0,34.0,0.0,0.0139515798112433,0.0038316751815004,0.0,0.0057181440159731,0.0057018574867977
95753,338.0,18.0,0.0,0.0073861304883052,0.0113605808012906,0.0,0.0067600714670078,0.0067373246397973
97082,728.0,16.0,0.0,0.006565449322938,0.0244689432643183,0.0,0.0117572121026087,0.0116886330929916
97150,1178.0,28.0,0.0,0.0114895363151415,0.0395939768755041,0.0,0.0192844516447441,0.0191008631219425
97435,258.0,31.0,0.0,0.0127205580631924,0.0086716859370798,0.0,0.0072848417937896,0.007258435500039
97490,70.0,11.0,0.0,0.0045137464095199,0.0023527830061844,0.0,0.0022952371253297,0.0022926070921966
97826,1047.0,33.0,0.0,0.0135412392285597,0.0351909115353589,0.0,0.0181387363827115,0.0179761921262145
98289,53.0,20.0,0.0,0.0082068116536725,0.0017813928475396,0.0,0.0031746006351176,0.0031695722298298
101470,161.0,8.0,0.0,0.003282724661469,0.0054114009142242,0.0,0.0031493777641304,0.0031444288618992
102474,89.0,37.0,0.0,0.0151826015592942,0.0029913955364345,0.0,0.005751338682362,0.0057348628758202
103223,812.0,15.0,0.0,0.0061551087402544,0.0272922828717397,0.0,0.0127634457707722,0.0126826795079861
103382,141.0,10.0,0.0,0.0041034058268362,0.0047391771981715,0.0,0.0031266926273195,0.0031218146891572
103545,56.0,8.0,0.0,0.003282724661469,0.0018822264049475,0.0,0.0017377079604197,0.0017361998927432
103605,322.0,47.0,0.0,0.0192860073861304,0.0108228018284485,0.0,0.0101149229472185,0.010064109476391
105566,69.0,9.0,0.0,0.0036930652441526,0.0023191718203818,0.0,0.0020355883013985,0.0020335192988146
106369,27.0,11.0,0.0,0.0045137464095199,0.0009075020166711,0.0,0.0017171247295244,0.0017156521563429
106726,53.0,10.0,0.0,0.0041034058268362,0.0017813928475396,0.0,0.0019435788870667,0.0019416925813488
106816,438.0,28.0,0.0,0.0114895363151415,0.0147216993815541,0.0,0.0093355406471641,0.00929223380744
106887,62.0,24.0,0.0,0.009848173984407,0.0020838935197633,0.0,0.0037880096032274,0.0037808531616033
107079,579.0,31.0,0.0,0.0127205580631924,0.0194608765797257,0.0,0.011600518050848,0.0115337479239096
107672,103.0,12.0,0.0,0.0049240869922035,0.0034619521376714,0.0,0.0028620069527296,0.0028579192084086
107891,32.0,10.0,0.0,0.0041034058268362,0.0010755579456843,0.0,0.0016612449263246,0.0016598665852689
108234,951.0,19.0,0.0,0.0077964710709889,0.0319642376983059,0.0,0.015124636400619,0.0150113994384936
108526,1035.0,9.0,0.0,0.0036930652441526,0.0347875773057273,0.0,0.0150229504955367,0.0149112235637705
108610,198.0,18.0,0.0,0.0073861304883052,0.0066550147889217,0.0,0.0048778450620602,0.0048659869216493
108779,76.0,15.0,0.0,0.0061551087402544,0.0025544501210002,0.0,0.0028683126704764,0.0028642069108831
109284,311.0,12.0,0.0,0.0049240869922035,0.0104530787846195,0.0,0.0056584576115088,0.0056425086762033
109908,917.0,8.0,0.0709501098401249,0.003282724661469,0.0308214573810164,0.1284798658838788,0.0518573601160109,0.0505575158791299
110086,137.0,17.0,0.0,0.0069757899056216,0.004604732454961,0.0,0.0039346299536709,0.0039269095419174
110244,164.0,15.0,0.0,0.0061551087402544,0.0055122344716321,0.0,0.0040514264107291,0.0040432414823906
110324,93.0,14.0,0.0,0.0057447681575707,0.003125840279645,0.0,0.0029737665591292,0.0029693536618081
111130,75.0,11.0,0.0,0.0045137464095199,0.0025208389351976,0.0,0.002362459496935,0.0023596732768561
111157,491.0,37.0,0.0,0.0151826015592942,0.0165030922290938,0.0,0.0111560173594258,0.0110942479734254
111525,46.0,25.0,0.0,0.0102585145670906,0.0015461145469212,0.0,0.0036960001888956,0.0036891867633184
111609,21.0,8.0,0.0,0.003282724661469,0.0007058349018553,0.0,0.0012671513591828,0.0012663492004654
111812,97.0,15.0,0.0,0.0061551087402544,0.0032602850228556,0.0,0.0031506466312185,0.0031456937445913
113173,176.0,12.0,0.0,0.0049240869922035,0.0059155687012637,0.0,0.0038434535781665,0.0038360863814149
113199,104.0,17.0,0.0,0.0069757899056216,0.003495563323474,0.0,0.0034909623010761,0.0034848830363966
113307,79.0,9.0,0.0,0.0036930652441526,0.0026552836784081,0.0,0.002170033044609,0.0021676819236274
114490,63.0,27.0,0.0,0.0110791957324579,0.002117504705566,0.0,0.0041707606019637,0.0041620870883667
114577,117.0,8.0,0.0,0.003282724661469,0.0039325087389083,0.0,0.002557820894004,0.0025545552375985
115970,936.0,51.0,0.0,0.020927369716865,0.0314600699112664,0.0,0.018862238879566,0.0186865526376378
117377,113.0,9.0,0.0,0.0036930652441526,0.0037980639956977,0.0,0.0026271451715249,0.0026237002578553
117465,243.0,8.0,0.0,0.003282724661469,0.0081675181500403,0.0,0.0042518246584568,0.0042428111920807
118822,227.0,26.0,0.0,0.0106688551497743,0.0076297391771981,0.0,0.0062525522158115,0.006233086110959
119158,80.0,8.0,0.0,0.003282724661469,0.0026888948642108,0.0,0.002060375344125,0.0020582556818795
119742,83.0,13.0,0.0,0.0053344275748871,0.0027897284216187,0.0,0.0027162196411136,0.0027125373829185
120311,689.0,15.0,0.0715694085790965,0.0061551087402544,0.0231581070180155,0.1296013217787945,0.0499901719629209,0.0487808040903132
120398,29.0,8.0,0.0242410696021705,0.003282724661469,0.0009747243882764,0.043896892878484,0.0145437750172964,0.0144390287045228
120401,815.0,8.0,0.0,0.003282724661469,0.0273931164291476,0.0,0.0119420639700997,0.0118713201850815
120722,36.0,8.0,0.0,0.003282724661469,0.0012100026888948,0.0,0.0014688184739986,0.0014677408152714
120723,55.0,12.0,0.0,0.0049240869922035,0.0018486152191449,0.0,0.002216672185319,0.0022142189921448
122045,861.0,14.0,0.0,0.0057447681575707,0.0289392309760688,0.0,0.0132991228376987,0.0132114658225929
124247,242.0,9.0,0.0,0.0036930652441526,0.0081339069642376,0.0,0.0043614823589408,0.0043519986600814
124563,128.0,9.0,0.0,0.0036930652441526,0.0043022317827372,0.0,0.0028288122863407,0.0028248187264464
125039,50.0,9.0,0.0,0.0036930652441526,0.0016805592901317,0.0,0.0017801432892984,0.0017785607120977
125446,500.0,72.0,0.0206028950571009,0.0295445219532211,0.0168055929013175,0.0373087117091247,0.0267782072592307,0.0264259458504186
125791,83.0,9.0,0.0,0.0036930652441526,0.0027897284216187,0.0,0.0022238109418932,0.0022213419340675
126460,116.0,9.0,0.0,0.0036930652441526,0.0038988975531056,0.0,0.002667478594488,0.0026639271875946
126627,63.0,11.0,0.0,0.0045137464095199,0.002117504705566,0.0,0.0022011258050823,0.0021987068766045
127139,146.0,12.0,0.0,0.0049240869922035,0.0049072331271847,0.0,0.0034401193485349,0.0034342156736586
127324,55.0,8.0,0.0,0.003282724661469,0.0018486152191449,0.0,0.0017242634860986,0.0017227786504009
127876,112.0,17.0,0.0,0.0069757899056216,0.0037644528098951,0.0,0.0035985180956445,0.0035920589204037
127907,46.0,8.0,0.0,0.003282724661469,0.0015461145469212,0.0,0.0016032632172091,0.0016019793627918
128270,170.0,8.0,0.0,0.003282724661469,0.0057139015864479,0.0,0.0032703780330198,0.003265041977561
128557,64.0,10.0,0.0,0.0041034058268362,0.0021511158913686,0.0,0.0020914681045983,0.0020892840299334
128820,239.0,12.0,0.0,0.0049240869922035,0.0080330734068297,0.0,0.0046904554603929,0.0046794895508839
128939,213.0,15.0,0.0,0.0061551087402544,0.0071591825759612,0.0,0.0047102056524608,0.0046991473448228
128972,94.0,13.0,0.0,0.0053344275748871,0.0031594514654477,0.0,0.0028641088586452,0.0028600151136262
129290,30.0,13.0,0.0,0.0053344275748871,0.001008335574079,0.0,0.0020036625020977,0.0020016578477072
129323,1130.0,9.0,0.0377925717207119,0.0036930652441526,0.0379806399569776,0.0684366036504417,0.0368311566511693,0.0361690969467354
130333,555.0,12.0,0.0,0.0049240869922035,0.0186542081204624,0.0,0.008938909345846,0.0088991937960327
130562,606.0,26.0,0.0,0.0106688551497743,0.0203683785963968,0.0,0.011348007983491,0.0112841023541695
131192,110.0,9.0,0.0,0.0036930652441526,0.0036972304382898,0.0,0.0025868117485617,0.0025834717098447
131707,224.0,16.0,0.0,0.006565449322938,0.0075289056197902,0.0,0.0049811970447975,0.0049688319278542
133446,420.0,25.0,0.0,0.0102585145670906,0.0141166980371067,0.0,0.0087242335849699,0.0086863973612678
134083,62.0,14.0,0.0,0.0057447681575707,0.0020838935197633,0.0,0.0025569878551765,0.0025537243237537
134740,54.0,18.0,0.0,0.0073861304883052,0.0018150040333422,0.0,0.0029418407598285,0.0029375220142683
135605,28.0,20.0,0.0,0.0082068116536725,0.0009411132024737,0.0,0.0028384887770912,0.0028344678748826
136279,55.0,29.0,0.0,0.0118998768978251,0.0018486152191449,0.0,0.0043094091570055,0.0043001502441294
136693,382.0,29.0,0.0,0.0118998768978251,0.0128394729766066,0.0,0.0087057522599902,0.0086680757093543
136770,109.0,22.0,0.0,0.0090274928190398,0.0036636192524872,0.0,0.0041736955467068,0.0041650098387286
137461,98.0,8.0,0.0,0.003282724661469,0.0032938962086582,0.0,0.002302375881904,0.0022997294757892
137776,65.0,10.0,0.0,0.0041034058268362,0.0021847270771712,0.0,0.0021049125789193,0.0021027003542527
